"__fastGreedyCluster","Description","Enzyme.Names","GO.IDs","id","InterPro.GO.Names","InterPro.IDs","name","selected","shared name","species"
"54","---NA---","","","Gpal_D383_g14056.pdb","no IPS match","no IPS match","Gpal_D383_g14056.pdb","false","Gpal_D383_g14056.pdb","Gpal"
"54","---NA---","","","Gpal_D383_g08731.pdb","no IPS match","no IPS match","Gpal_D383_g08731.pdb","false","Gpal_D383_g08731.pdb","Gpal"
"124","Fatty acid-binding protein homolog 4","","F:GO:0008289; C:GO:0005576; C:GO:0016020; C:GO:0016021","Gpal_D383_g09396.pdb","no GO terms","IPR012674 (G3DSA:2.40.128.GENE3D); IPR040094 (PANTHER); IPR012674 (SUPERFAMILY)","Gpal_D383_g09396.pdb","false","Gpal_D383_g09396.pdb","Gpal"
"124","Cytosolic fatty-acid binding domain and Calycin-like domain and Calycin domain-containing protein","","F:GO:0008289","Gpal_D383_g00064.pdb","F:lipid binding","IPR000463 (PRINTS); IPR012674 (G3DSA:2.40.128.GENE3D); IPR040094 (PANTHER); cd00742 (CDD); IPR012674 (SUPERFAMILY)","Gpal_D383_g00064.pdb","false","Gpal_D383_g00064.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g14829.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g14829.pdb","false","Gpal_D383_g14829.pdb","Gpal"
"4","BTB/POZ domain-containing protein 1-like","","C:GO:0005737","Gpal_D383_g14818.pdb","F:protein binding","G3DSA:3.30.710.10 (GENE3D); IPR000210 (PFAM); PTHR45774 (PANTHER); IPR000210 (PROSITE_PROFILES); IPR011333 (SUPERFAMILY)","Gpal_D383_g14818.pdb","false","Gpal_D383_g14818.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g08766.pdb","no IPS match","no IPS match","Gpal_D383_g08766.pdb","false","Gpal_D383_g08766.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g07289.pdb","no IPS match","no IPS match","Gpal_D383_g07289.pdb","false","Gpal_D383_g07289.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g04045.pdb","no IPS match","no IPS match","Gpal_D383_g04045.pdb","false","Gpal_D383_g04045.pdb","Gpal"
"4","putative effector protein","","","Gpal_D383_g02955.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g02955.pdb","false","Gpal_D383_g02955.pdb","Gpal"
"125","ribophorin I","","C:GO:0005789","Gpal_D383_g05414.pdb","P:protein glycosylation; C:integral component of membrane","IPR007676 (PFAM); PTHR21049:SF0 (PANTHER); IPR007676 (PANTHER)","Gpal_D383_g05414.pdb","false","Gpal_D383_g05414.pdb","Gpal"
"4","putative effector protein","","","Gpal_D383_g14542.pdb","no IPS match","no IPS match","Gpal_D383_g14542.pdb","false","Gpal_D383_g14542.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g08759.pdb","no IPS match","no IPS match","Gpal_D383_g08759.pdb","false","Gpal_D383_g08759.pdb","Gpal"
"13","expansin B2","","P:GO:0005975; F:GO:0004553; F:GO:0030246; F:GO:0030247","Gpal_D383_g11561.pdb","no GO terms","IPR036908 (G3DSA:2.40.40.GENE3D); IPR036908 (SUPERFAMILY)","Gpal_D383_g11561.pdb","false","Gpal_D383_g11561.pdb","Gpal"
"19","Glycoside hydrolase and Peptidoglycan binding and Peptidase M10A M12B and Hemopexin matrixin domain containing protein","Glycosylases; Acting on acid anhydrides; Acting on peptide bonds (peptidases); Acting on acid anhydrides; Hydrolases; Glycosylases","P:GO:0006807; P:GO:0009987; P:GO:0043170; P:GO:0044238; F:GO:0004553; F:GO:0008237; F:GO:0016818; F:GO:0046872; F:GO:0097159; F:GO:1901363; C:GO:0110165","Gpal_D383_g09598.pdb","P:proteolysis; F:metalloendopeptidase activity; F:metallopeptidase activity; F:zinc ion binding; C:extracellular matrix","IPR021190 (PRINTS); IPR001818 (PFAM); IPR024079 (G3DSA:3.40.390.GENE3D); IPR002477 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR10201 (PANTHER); IPR033739 (CDD); SSF55486 (SUPERFAMILY); IPR036365 (SUPERFAMILY)","Gpal_D383_g09598.pdb","false","Gpal_D383_g09598.pdb","Gpal"
"19","Hemopexin-like domain and Hemopexin-like repeats-containing protein","","","Gpal_D383_g02372.pdb","no GO terms","IPR036375 (G3DSA:2.110.10.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR10201 (PANTHER); PTHR10201:SF155 (PANTHER); IPR036375 (SUPERFAMILY)","Gpal_D383_g02372.pdb","false","Gpal_D383_g02372.pdb","Gpal"
"19","matrix metalloproteinase","Acting on peptide bonds (peptidases); Nardilysin; Matrilysin; Gelatinase A; Bontoxilysin; Mitochondrial processing peptidase; Astacin; Stromelysin 2; Acting on peptide bonds (peptidases); Stromelysin 1; Meprin A; Procollagen C-endopeptidase; Oligopeptidase A; Acting on peptide bonds (peptidases); Endothelin-converting enzyme 1; Fibrolase; Insulysin; Gelatinase B; O-sialoglycoprotein endopeptidase; Procollagen N-endopeptidase; Saccharolysin; Mitochondrial intermediate peptidase; Neprilysin; Pitrilysin; Hydrolases","P:GO:0006508; F:GO:0004222; F:GO:0008270; C:GO:0031012","Gpal_D383_g01063.pdb","P:proteolysis; F:metalloendopeptidase activity; F:metallopeptidase activity; F:zinc ion binding; C:extracellular matrix","IPR021190 (PRINTS); IPR001818 (PFAM); IPR021190 (PIRSF); IPR036375 (G3DSA:2.110.10.GENE3D); IPR024079 (G3DSA:3.40.390.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR10201 (PANTHER); IPR036375 (SUPERFAMILY); IPR036365 (SUPERFAMILY); SSF55486 (SUPERFAMILY)","Gpal_D383_g01063.pdb","false","Gpal_D383_g01063.pdb","Gpal"
"26","Carboxylesterase, type B domain-containing protein","","C:GO:0005615; C:GO:0016021","Gpal_D383_g13400.pdb","no GO terms","IPR002018 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR11559 (PANTHER); PTHR11559:SF398 (PANTHER); IPR029058 (SUPERFAMILY)","Gpal_D383_g13400.pdb","false","Gpal_D383_g13400.pdb","Gpal"
"26","Carboxylic ester hydrolase","","F:GO:0016787; F:GO:0052689; C:GO:0005615; C:GO:0016020; C:GO:0016021","Gpal_D383_g07642.pdb","no GO terms","IPR002018 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR11559 (PANTHER); PTHR11559:SF353 (PANTHER); IPR029058 (SUPERFAMILY)","Gpal_D383_g07642.pdb","false","Gpal_D383_g07642.pdb","Gpal"
"26","Gut esterase 1","","P:GO:0044248; F:GO:0016787; F:GO:0052689; C:GO:0005777; C:GO:0016020; C:GO:0016021","Gpal_D383_g07113.pdb","no GO terms","IPR002018 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR11559 (PANTHER); IPR029058 (SUPERFAMILY)","Gpal_D383_g07113.pdb","false","Gpal_D383_g07113.pdb","Gpal"
"26","Carboxylic ester hydrolase","","C:GO:0110165","Gpal_D383_g02550.pdb","no GO terms","IPR002018 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR11559 (PANTHER); IPR029058 (SUPERFAMILY)","Gpal_D383_g02550.pdb","false","Gpal_D383_g02550.pdb","Gpal"
"32","putative amphid protein","","","Gpal_D383_g14162.pdb","no GO terms","IPR003677 (PFAM); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g14162.pdb","false","Gpal_D383_g14162.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g11290.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g11290.pdb","false","Gpal_D383_g11290.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g10959.pdb","no IPS match","no IPS match","Gpal_D383_g10959.pdb","false","Gpal_D383_g10959.pdb","Gpal"
"6","hypothetical esophageal gland cell secretory protein 4","","","Gpal_D383_g08527.pdb","no IPS match","no IPS match","Gpal_D383_g08527.pdb","false","Gpal_D383_g08527.pdb","Gpal"
"32","---NA---","","","Gpal_D383_g00014.pdb","no GO terms","IPR003677 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g00014.pdb","false","Gpal_D383_g00014.pdb","Gpal"
"2","---NA---","","","Gpal_D383_g15073.pdb","no IPS match","no IPS match","Gpal_D383_g15073.pdb","false","Gpal_D383_g15073.pdb","Gpal"
"34","UDP-glucuronosyltransferase 2B17-like","Transferases","F:GO:0016740","Gpal_D383_g13678.pdb","F:UDP-glycosyltransferase activity","IPR002213 (PFAM); G3DSA:3.40.50.2000 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR48043 (PANTHER); cd03784 (CDD); SSF53756 (SUPERFAMILY)","Gpal_D383_g13678.pdb","false","Gpal_D383_g13678.pdb","Gpal"
"34","UDP-glucuronosyl/UDP-glucosyltransferase family-containing protein","","F:GO:0003824","Gpal_D383_g09813.pdb","no GO terms","PTHR48043:SF23 (PANTHER); PTHR48043 (PANTHER); SSF53756 (SUPERFAMILY)","Gpal_D383_g09813.pdb","false","Gpal_D383_g09813.pdb","Gpal"
"34","putative effector protein","","F:GO:0008194; F:GO:0015020; F:GO:0016740; F:GO:0016757; C:GO:0016020; C:GO:0016021; C:GO:0043231","Gpal_D383_g17301.pdb","F:UDP-glycosyltransferase activity","IPR002213 (PFAM); G3DSA:3.40.50.2000 (GENE3D); PTHR48043 (PANTHER); cd03784 (CDD); SSF53756 (SUPERFAMILY)","Gpal_D383_g17301.pdb","false","Gpal_D383_g17301.pdb","Gpal"
"34","UDP-glucuronosyltransferase 2B17-like","Transferases","F:GO:0016740","Gpal_D383_g13680.pdb","F:UDP-glycosyltransferase activity","IPR002213 (PFAM); G3DSA:3.40.50.2000 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR48043 (PANTHER); cd03784 (CDD); SSF53756 (SUPERFAMILY)","Gpal_D383_g13680.pdb","false","Gpal_D383_g13680.pdb","Gpal"
"34","UDP-glucuronosyl UDP-glucosyltransferase domain containing protein","","F:GO:0003824","Gpal_D383_g12055.pdb","F:UDP-glycosyltransferase activity","IPR002213 (PFAM); G3DSA:3.40.50.2000 (GENE3D); PTHR48043 (PANTHER); SSF53756 (SUPERFAMILY)","Gpal_D383_g12055.pdb","false","Gpal_D383_g12055.pdb","Gpal"
"34","Putative UDP-glucuronosyltransferase ugt-48","","F:GO:0003824","Gpal_D383_g12054.pdb","F:UDP-glycosyltransferase activity","G3DSA:3.40.50.2000 (GENE3D); IPR002213 (PFAM); PTHR48043 (PANTHER); SSF53756 (SUPERFAMILY)","Gpal_D383_g12054.pdb","false","Gpal_D383_g12054.pdb","Gpal"
"34","UDP-glucuronosyl UDP-glucosyltransferase domain containing protein","Transferases","F:GO:0016740; C:GO:0110165","Gpal_D383_g08124.pdb","F:UDP-glycosyltransferase activity","IPR002213 (PFAM); G3DSA:3.40.50.2000 (GENE3D); PTHR48043 (PANTHER); PTHR48043:SF119 (PANTHER); cd03784 (CDD); SSF53756 (SUPERFAMILY)","Gpal_D383_g08124.pdb","false","Gpal_D383_g08124.pdb","Gpal"
"34","RecName: Full=Putative UDP-glucuronosyltransferase ugt-47; Short=UDPGT 47; Flags: Precursor","Transferases","F:GO:0016740","Gpal_D383_g07654.pdb","F:UDP-glycosyltransferase activity","G3DSA:3.40.50.2000 (GENE3D); IPR002213 (PFAM); G3DSA:3.40.50.2000 (GENE3D); PTHR48043 (PANTHER); PTHR48043:SF13 (PANTHER); cd03784 (CDD); SSF53756 (SUPERFAMILY)","Gpal_D383_g07654.pdb","false","Gpal_D383_g07654.pdb","Gpal"
"34","UDP-glucuronosyltransferase 1-8","Transferases","F:GO:0016740; C:GO:0110165","Gpal_D383_g04664.pdb","F:UDP-glycosyltransferase activity","IPR002213 (PFAM); G3DSA:3.40.50.2000 (GENE3D); PTHR48043:SF119 (PANTHER); PTHR48043 (PANTHER); cd03784 (CDD); SSF53756 (SUPERFAMILY)","Gpal_D383_g04664.pdb","false","Gpal_D383_g04664.pdb","Gpal"
"34","UDP-glucuronosyl/UDP-glucosyltransferase family-containing protein","","P:GO:0007606; F:GO:0008194; F:GO:0015020; F:GO:0016740; F:GO:0016757; C:GO:0016020; C:GO:0016021; C:GO:0043231","Gpal_D383_g04237.pdb","F:UDP-glycosyltransferase activity","IPR002213 (PFAM); G3DSA:3.40.50.2000 (GENE3D); G3DSA:3.40.50.2000 (GENE3D); PTHR48043 (PANTHER); cd03784 (CDD); SSF53756 (SUPERFAMILY)","Gpal_D383_g04237.pdb","false","Gpal_D383_g04237.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g11920.pdb","no IPS match","no IPS match","Gpal_D383_g11920.pdb","false","Gpal_D383_g11920.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g17678.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR009057 (SUPERFAMILY)","Gpal_D383_g17678.pdb","false","Gpal_D383_g17678.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g17140.pdb","no IPS match","no IPS match","Gpal_D383_g17140.pdb","false","Gpal_D383_g17140.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g16875.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g16875.pdb","false","Gpal_D383_g16875.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g16529.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g16529.pdb","false","Gpal_D383_g16529.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g15702.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g15702.pdb","false","Gpal_D383_g15702.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g15685.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g15685.pdb","false","Gpal_D383_g15685.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g15678.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g15678.pdb","false","Gpal_D383_g15678.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g15670.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g15670.pdb","false","Gpal_D383_g15670.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g15647.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g15647.pdb","false","Gpal_D383_g15647.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g14862.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g14862.pdb","false","Gpal_D383_g14862.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g14775.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g14775.pdb","false","Gpal_D383_g14775.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g14566.pdb","no IPS match","no IPS match","Gpal_D383_g14566.pdb","false","Gpal_D383_g14566.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g14543.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g14543.pdb","false","Gpal_D383_g14543.pdb","Gpal"
"3","---NA---","","","Gpal_D383_g14509.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g14509.pdb","false","Gpal_D383_g14509.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g13959.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g13959.pdb","false","Gpal_D383_g13959.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g13894.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g13894.pdb","false","Gpal_D383_g13894.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g13528.pdb","no IPS match","no IPS match","Gpal_D383_g13528.pdb","false","Gpal_D383_g13528.pdb","Gpal"
"5","cache domain-containing protein","","P:GO:0006811; P:GO:0006816; P:GO:0007210; P:GO:0018991; P:GO:0034765; P:GO:0035418; P:GO:0040011; P:GO:0040017; P:GO:0043050; P:GO:0051924; P:GO:0070588; F:GO:0005244; F:GO:0005245; F:GO:0005246; F:GO:0005262; C:GO:0005789; C:GO:0005886; C:GO:0005891; C:GO:0016020; C:GO:0016021","Gpal_D383_g13295.pdb","no IPS match","no IPS match","Gpal_D383_g13295.pdb","false","Gpal_D383_g13295.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g13239.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g13239.pdb","false","Gpal_D383_g13239.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g12972.pdb","no IPS match","no IPS match","Gpal_D383_g12972.pdb","false","Gpal_D383_g12972.pdb","Gpal"
"6","putative effector protein","","","Gpal_D383_g12834.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g12834.pdb","false","Gpal_D383_g12834.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g12619.pdb","no IPS match","no IPS match","Gpal_D383_g12619.pdb","false","Gpal_D383_g12619.pdb","Gpal"
"6","hypothetical esophageal gland cell secretory protein 4","","","Gpal_D383_g12060.pdb","no IPS match","no IPS match","Gpal_D383_g12060.pdb","false","Gpal_D383_g12060.pdb","Gpal"
"6","import inner membrane, translocase subunit","Transferases","F:GO:0005488; F:GO:0016740; C:GO:0016020","Gpal_D383_g11321.pdb","no IPS match","no IPS match","Gpal_D383_g11321.pdb","false","Gpal_D383_g11321.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g10125.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g10125.pdb","false","Gpal_D383_g10125.pdb","Gpal"
"7","hypothetical protein FO519_001294","","F:GO:0016747; C:GO:0016020; C:GO:0016021","Gpal_D383_g08725.pdb","no IPS match","no IPS match","Gpal_D383_g08725.pdb","false","Gpal_D383_g08725.pdb","Gpal"
"3","Ferric-chelate reductase 1","","P:GO:0006412; F:GO:0003735; C:GO:0005840; C:GO:0016020; C:GO:0016021","Gpal_D383_g08625.pdb","no GO terms","IPR005018 (PFAM); PTHR45828:SF7 (PANTHER); PTHR45828 (PANTHER); IPR005018 (PROSITE_PROFILES); cd09628 (CDD)","Gpal_D383_g08625.pdb","false","Gpal_D383_g08625.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g08382.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g08382.pdb","false","Gpal_D383_g08382.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g07939.pdb","no IPS match","no IPS match","Gpal_D383_g07939.pdb","false","Gpal_D383_g07939.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g07864.pdb","no IPS match","no IPS match","Gpal_D383_g07864.pdb","false","Gpal_D383_g07864.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g07852.pdb","no IPS match","no IPS match","Gpal_D383_g07852.pdb","false","Gpal_D383_g07852.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g06902.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g06902.pdb","false","Gpal_D383_g06902.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g06619.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g06619.pdb","false","Gpal_D383_g06619.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g05278.pdb","no IPS match","no IPS match","Gpal_D383_g05278.pdb","false","Gpal_D383_g05278.pdb","Gpal"
"6","putative effector protein","","","Gpal_D383_g04454.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g04454.pdb","false","Gpal_D383_g04454.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g04272.pdb","no IPS match","no IPS match","Gpal_D383_g04272.pdb","false","Gpal_D383_g04272.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g03099.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g03099.pdb","false","Gpal_D383_g03099.pdb","Gpal"
"2","---NA---","","","Gpal_D383_g02939.pdb","no IPS match","no IPS match","Gpal_D383_g02939.pdb","false","Gpal_D383_g02939.pdb","Gpal"
"4","thioredoxin","","P:GO:0007275; C:GO:0016021","Gpal_D383_g02200.pdb","no GO terms","IPR036249 (G3DSA:3.40.30.GENE3D); IPR013766 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR46107 (PANTHER); PTHR46107:SF3 (PANTHER); IPR013766 (PROSITE_PROFILES); IPR036249 (SUPERFAMILY)","Gpal_D383_g02200.pdb","false","Gpal_D383_g02200.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g00609.pdb","no GO terms","IPR011001 (SUPERFAMILY)","Gpal_D383_g00609.pdb","false","Gpal_D383_g00609.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g00468.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g00468.pdb","false","Gpal_D383_g00468.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g00459.pdb","no IPS match","no IPS match","Gpal_D383_g00459.pdb","false","Gpal_D383_g00459.pdb","Gpal"
"91","Chondroitin proteoglycan 3","","P:GO:0045087","Gpal_D383_g00115.pdb","no GO terms","IPR039260 (PANTHER)","Gpal_D383_g00115.pdb","false","Gpal_D383_g00115.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g03075.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g03075.pdb","false","Gpal_D383_g03075.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g17370.pdb","F:DNA binding","IPR007889 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g17370.pdb","false","Gpal_D383_g17370.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g08935.pdb","no IPS match","no IPS match","Gpal_D383_g08935.pdb","false","Gpal_D383_g08935.pdb","Gpal"
"6","putative effector protein","","","Gpal_D383_g06296.pdb","no IPS match","no IPS match","Gpal_D383_g06296.pdb","false","Gpal_D383_g06296.pdb","Gpal"
"6","putative effector protein","","","Gpal_D383_g02954.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g02954.pdb","false","Gpal_D383_g02954.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g12355.pdb","no IPS match","no IPS match","Gpal_D383_g12355.pdb","false","Gpal_D383_g12355.pdb","Gpal"
"95","---NA---","","","Gpal_D383_g14216.pdb","no IPS match","no IPS match","Gpal_D383_g14216.pdb","false","Gpal_D383_g14216.pdb","Gpal"
"29","serine protease","U-plasminogen activator; Interstitial collagenase; Pancreatic elastase II; Microbial collagenase; Plasma kallikrein; Granzyme A; Furin; Prolyl oligopeptidase; Coagulation factor XIa; T-plasminogen activator; Protein C (activated); Neutrophil collagenase; Complement subcomponent C1r; Oligopeptidase B; Repressor LexA; Complement factor I; Signal peptidase I; Complement subcomponent C1s; Acylaminoacyl-peptidase; Classical-complement-pathway C3/C5 convertase; Acting on peptide bonds (peptidases); Coagulation factor XIIa; Tissue kallikrein; Granzyme B; Pancreatic elastase; C-terminal processing peptidase; Chymase; Acting on peptide bonds (peptidases); Trypsin; Thrombin; Endopeptidase Clp; Chymotrypsin; Proprotein convertase 1; Proprotein convertase 2; Coagulation factor Xa; Plasmin; Endopeptidase La; Acrosin; Gamma-renin; Enteropeptidase; Cerevisin; Complement factor D; Alternative-complement-pathway C3/C5 convertase; Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases); Subtilisin; Kexin; Coagulation factor IXa; Cathepsin G; Coagulation factor VIIa; Tryptase; Hydrolases","P:GO:0006508; F:GO:0004252","Gpal_D383_g04674.pdb","P:proteolysis; F:serine-type endopeptidase activity","IPR001314 (PRINTS); IPR043504 (G3DSA:2.40.10.GENE3D); IPR001254 (PFAM); IPR043504 (G3DSA:2.40.10.GENE3D); PTHR24276 (PANTHER); IPR001254 (PROSITE_PROFILES); IPR001254 (CDD); IPR009003 (SUPERFAMILY)","Gpal_D383_g04674.pdb","false","Gpal_D383_g04674.pdb","Gpal"
"70","chitinase domain-containing protein 1","","P:GO:0005975; P:GO:0006811; P:GO:0034220; F:GO:0004888; F:GO:0005216; F:GO:0005230; F:GO:0008061; C:GO:0005886; C:GO:0016020; C:GO:0016021","Gpal_D383_g11051.pdb","P:carbohydrate metabolic process","IPR001223 (PFAM); G3DSA:3.20.20.80 (GENE3D); PTHR46066 (PANTHER); IPR017853 (SUPERFAMILY)","Gpal_D383_g11051.pdb","false","Gpal_D383_g11051.pdb","Gpal"
"71","glycosyl hydrolase, family 18","","P:GO:0005975; F:GO:0008061","Gpal_D383_g10919.pdb","P:carbohydrate metabolic process","IPR001223 (PFAM); IPR029070 (G3DSA:3.10.50.GENE3D); PTHR46073 (PANTHER); IPR017853 (SUPERFAMILY); IPR029070 (SUPERFAMILY)","Gpal_D383_g10919.pdb","false","Gpal_D383_g10919.pdb","Gpal"
"7","emp24 gp25L p24 domain containing protein","","P:GO:0006886; P:GO:0006888; P:GO:0007030; C:GO:0005783; C:GO:0005793; C:GO:0005794; C:GO:0016021; C:GO:0030134","Gpal_D383_g08199.pdb","no GO terms","IPR009038 (PFAM); IPR015720 (PANTHER); PTHR22811:SF14 (PANTHER); IPR009038 (PROSITE_PROFILES)","Gpal_D383_g08199.pdb","false","Gpal_D383_g08199.pdb","Gpal"
"7","GOLD domain-containing protein","","P:GO:0006886; P:GO:0006888; P:GO:0007030; C:GO:0005783; C:GO:0005793; C:GO:0005794; C:GO:0016020; C:GO:0030134","Gpal_D383_g01373.pdb","no GO terms","IPR009038 (PFAM); G3DSA:2.60.120.680 (GENE3D); IPR015720 (PANTHER); PTHR22811:SF59 (PANTHER); IPR009038 (PROSITE_PROFILES); IPR036598 (SUPERFAMILY)","Gpal_D383_g01373.pdb","false","Gpal_D383_g01373.pdb","Gpal"
