Gpal_ID	Uniprot_ID	Protein Name	 Gene Name	 Wormbase ref	Spec_A	Spec_B
Gpal_D383_g15143	O16474	G_PROTEIN_RECEP_F1_2 domain-containing protein	C50H11.13 CELE_C50H11.13	C50H11.13;	Gpal	Cele
Gpal_D383_g15143	O16494	Serpentine Receptor, class T	srt-68 B0238.3 CELE_B0238.3	B0238.3;	Gpal	Cele
Gpal_D383_g15143	O16591	Serpentine Receptor, class I	sri-77 CELE_D2062.9 D2062.9	D2062.9;	Gpal	Cele
Gpal_D383_g15143	O16693	Serpentine Receptor, class I	sri-46 CELE_K07E8.11 K07E8.11	K07E8.11a;	Gpal	Cele
Gpal_D383_g15143	O16718	Serpentine Receptor, class I	sri-57 CELE_F22E5.16 F22E5.16	F22E5.16;	Gpal	Cele
Gpal_D383_g15143	O16942	Serpentine Receptor, class BC (Class B-like)	srbc-13 CELE_K09C6.5 K09C6.5	K09C6.5;	Gpal	Cele
Gpal_D383_g15143	O16943	Serpentine Receptor, class BC (Class B-like)	srbc-12 CELE_K09C6.4 K09C6.4	K09C6.4a;	Gpal	Cele
Gpal_D383_g15143	O16957	Serpentine Receptor, class W	srw-108 CELE_R11G11.5 R11G11.5	R11G11.5;	Gpal	Cele
Gpal_D383_g15143	O17010	Serpentine Receptor, class AB (Class A-like)	srab-16 CELE_R13D11.6 R13D11.6	R13D11.6a;	Gpal	Cele
Gpal_D383_g15143	O17091	7TM_GPCR_Srx domain-containing protein	srx-102 CELE_F40H7.5 F40H7.5	F40H7.5;	Gpal	Cele
Gpal_D383_g15143	O17092	7TM_GPCR_Srx domain-containing protein	srx-104 CELE_F40H7.7 F40H7.7	F40H7.7;	Gpal	Cele
Gpal_D383_g15143	O17093	7TM_GPCR_Srx domain-containing protein	srx-105 CELE_F40H7.8 F40H7.8	F40H7.8;	Gpal	Cele
Gpal_D383_g15143	O17096	7TM_GPCR_Srx domain-containing protein	srx-108 CELE_F40H7.2 F40H7.2	F40H7.2;	Gpal	Cele
Gpal_D383_g15143	O17134	Serpentine Receptor, class U	sru-25 CELE_F31F4.14 F31F4.14	F31F4.14a;	Gpal	Cele
Gpal_D383_g15143	O17354	Serpentine Receptor, class J	srj-25 C05E4.10 CELE_C05E4.10	C05E4.10;	Gpal	Cele
Gpal_D383_g15143	O17355	Serpentine Receptor, class J	srj-24 C05E4.11 CELE_C05E4.11	C05E4.11;	Gpal	Cele
Gpal_D383_g15143	O17699	Serpentine receptor class gamma-47 (Protein srg-47)	srg-47 C53A5.8	C53A5.8;	Gpal	Cele
Gpal_D383_g15143	O17765	Uncharacterized protein	CELE_F01G10.4 F01G10.4	F01G10.4;	Gpal	Cele
Gpal_D383_g15143	O17819	Serpentine receptor class gamma-16 (Protein srg-16)	srg-16 F15A4.4	F15A4.4;	Gpal	Cele
Gpal_D383_g15143	O17960	G_PROTEIN_RECEP_F1_2 domain-containing protein	srsx-39 CELE_M01B2.9 M01B2.9	M01B2.9;	Gpal	Cele
Gpal_D383_g15143	O17973	Seven TM Receptor	str-3 CELE_M7.13 M7.13	M7.13;	Gpal	Cele
Gpal_D383_g15143	O18012	RING-type domain-containing protein	CELE_T01G5.7 T01G5.7	T01G5.7;	Gpal	Cele
Gpal_D383_g15143	O18020	Serpentine Receptor, class U	sru-18 CELE_T04A11.9 T04A11.9	T04A11.9;	Gpal	Cele
Gpal_D383_g15143	O18230	t-SNARE coiled-coil homology domain-containing protein	vti-1 CELE_Y57G11C.4 Y57G11C.4	Y57G11C.4;	Gpal	Cele
Gpal_D383_g15143	O18689	Serpentine receptor class alpha-18 (Protein sra-18)	sra-18 F28C12.2	F28C12.2;	Gpal	Cele
Gpal_D383_g15143	O44453	G_PROTEIN_RECEP_F1_2 domain-containing protein	C04C3.6 CELE_C04C3.6	C04C3.6;	Gpal	Cele
Gpal_D383_g15143	O44492	Serpentine Receptor, class V	srv-4 CELE_F15E6.7 F15E6.7	F15E6.7a;	Gpal	Cele
Gpal_D383_g15143	O44580	Uncharacterized protein	CELE_ZK697.1 ZK697.1	ZK697.1;	Gpal	Cele
Gpal_D383_g15143	O44636	Serpentine Receptor, class BC (Class B-like)	srbc-41 CELE_F16B4.10 F16B4.10	F16B4.10;	Gpal	Cele
Gpal_D383_g15143	O44639	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-68 CELE_K07C6.11 K07C6.11	K07C6.11a;	Gpal	Cele
Gpal_D383_g15143	O44692	Serpentine Receptor, class BC (Class B-like)	srbc-20 C45H4.11 CELE_C45H4.11	C45H4.11a;	Gpal	Cele
Gpal_D383_g15143	O44694	Serpentine Receptor, class BC (Class B-like)	srbc-24 C45H4.10 CELE_C45H4.10	C45H4.10;	Gpal	Cele
Gpal_D383_g15143	O44695	Serpentine Receptor, class BC (Class B-like)	srbc-23 C45H4.9 CELE_C45H4.9	C45H4.9;	Gpal	Cele
Gpal_D383_g15143	O44696	Serpentine Receptor, class BC (Class B-like)	srbc-21 C45H4.7 CELE_C45H4.7	C45H4.7;	Gpal	Cele
Gpal_D383_g15143	O44697	Serpentine Receptor, class BC (Class B-like)	srbc-22 C45H4.8 CELE_C45H4.8	C45H4.8;	Gpal	Cele
Gpal_D383_g15143	O44700	Serpentine Receptor, class BC (Class B-like)	srbc-19 C45H4.16 CELE_C45H4.16	C45H4.16;	Gpal	Cele
Gpal_D383_g15143	O44705	Serpentine Receptor, class BC (Class B-like)	srbc-16 C45H4.1 CELE_C45H4.1	C45H4.1;	Gpal	Cele
Gpal_D383_g15143	O44840	Serpentine Receptor, class I	sri-74 CELE_F33H12.4 F33H12.4	F33H12.4;	Gpal	Cele
Gpal_D383_g15143	O44879	7TM_GPCR_Srx domain-containing protein	srx-112 CELE_T24E12.8 T24E12.8	T24E12.8;	Gpal	Cele
Gpal_D383_g15143	O45150	Serpentine receptor class gamma-30 (Protein srg-30)	srg-30 W02F12.7	W02F12.7;	Gpal	Cele
Gpal_D383_g15143	O45308	Serpentine Receptor, class AB (Class A-like)	srab-12 C47A10.6 CELE_C47A10.6	C47A10.6;	Gpal	Cele
Gpal_D383_g15143	O45353	G_PROTEIN_RECEP_F1_2 domain-containing protein	srv-34 CELE_F13A7.3 F13A7.3	F13A7.3;	Gpal	Cele
Gpal_D383_g15143	O45372	Serpentine Receptor, class I	sri-15 CELE_F15H9.2 F15H9.2	F15H9.2;	Gpal	Cele
Gpal_D383_g15143	O45477	Uncharacterized protein	CELE_F36G9.7 F36G9.7	F36G9.7;	Gpal	Cele
Gpal_D383_g15143	O45516	G_PROTEIN_RECEP_F1_2 domain-containing protein	srxa-16 CELE_F44G3.5 F44G3.5	F44G3.5;	Gpal	Cele
Gpal_D383_g15143	O45559	G_PROTEIN_RECEP_F1_2 domain-containing protein	srbc-48 CELE_F54B8.6 F54B8.6	F54B8.6;	Gpal	Cele
Gpal_D383_g15143	O45565	Serpentine Receptor, class BC (Class B-like)	srbc-51 CELE_F54B8.9 F54B8.9	F54B8.9;	Gpal	Cele
Gpal_D383_g15143	O45689	7TM_GPCR_Srx domain-containing protein	srx-76 CELE_K12G11.5 K12G11.5	K12G11.5;	Gpal	Cele
Gpal_D383_g15143	O45752	Serpentine Receptor, class BC (Class B-like)	srbc-14 CELE_T05E12.2 T05E12.2	T05E12.2;	Gpal	Cele
Gpal_D383_g15143	O45776	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-16 CELE_T10H4.5 T10H4.5	T10H4.5;	Gpal	Cele
Gpal_D383_g15143	O45838	Serpentine Receptor, class D (Delta)	srd-27 CELE_T26E4.12 T26E4.12	T26E4.12;	Gpal	Cele
Gpal_D383_g15143	O61200	Serpentine Receptor, class AB (Class A-like)	srab-25 CELE_ZK697.7 ZK697.7	ZK697.7a;	Gpal	Cele
Gpal_D383_g15143	O61895	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-59 CELE_T07H8.3 T07H8.3	T07H8.3;	Gpal	Cele
Gpal_D383_g15143	O61938	Serpentine Receptor, class BC (Class B-like)	srbc-66 CELE_T24A6.5 T24A6.5	T24A6.5;	Gpal	Cele
Gpal_D383_g15143	O61941	Serpentine Receptor, class BC (Class B-like)	srbc-67 CELE_T24A6.10 T24A6.10	T24A6.10a;	Gpal	Cele
Gpal_D383_g15143	O61944	G_PROTEIN_RECEP_F1_2 domain-containing protein	srbc-68 CELE_T24A6.13 T24A6.13	T24A6.13;	Gpal	Cele
Gpal_D383_g15143	O62049	Uncharacterized protein	C08F11.3 CELE_C08F11.3	C08F11.3;	Gpal	Cele
Gpal_D383_g15143	O62103	PeRoXisome assembly factor	prx-11 C47B2.8 CELE_C47B2.8	C47B2.8;	Gpal	Cele
Gpal_D383_g15143	O62238	Uncharacterized protein	syp-3 CELE_F39H2.4 F39H2.4	F39H2.4;	Gpal	Cele
Gpal_D383_g15143	O62308	Serpentine Receptor, class I	sri-14 CELE_M01G12.1 M01G12.1	M01G12.1;	Gpal	Cele
Gpal_D383_g15143	O62362	Serpentine Receptor, class BC (Class B-like)	srbc-63 CELE_T06E6.11 T06E6.11	T06E6.11;	Gpal	Cele
Gpal_D383_g15143	O62366	Uncharacterized protein	CELE_T06G6.4 T06G6.4	T06G6.4;	Gpal	Cele
Gpal_D383_g15143	O62367	Serpentine receptor class alpha-23 (Protein sra-23)	sra-23 T06G6.1	T06G6.1;	Gpal	Cele
Gpal_D383_g15143	O62470	Serpentine Receptor, class U	sru-12 CELE_Y45F10B.5 Y45F10B.5	Y45F10B.5;	Gpal	Cele
Gpal_D383_g15143	O62472	Serpentine Receptor, class U	sru-11 CELE_Y45F10B.6 Y45F10B.6	Y45F10B.6;	Gpal	Cele
Gpal_D383_g15143	O76439	Serpentine receptor class gamma	srg-56 C24B9.10 CELE_C24B9.10	C24B9.10;	Gpal	Cele
Gpal_D383_g15143	O76667	G_PROTEIN_RECEP_F1_2 domain-containing protein	npr-30 CELE_H10E21.2 H10E21.2	H10E21.2;	Gpal	Cele
Gpal_D383_g15143	O76681	Serpentine Receptor, class BC (Class B-like)	srbc-2 C04E12.9 CELE_C04E12.9	C04E12.9;	Gpal	Cele
Gpal_D383_g15143	O76687	TMEM (Human TransMEMbrane protein) homolog	tmem-120 CELE_M01G5.3 M01G5.3	M01G5.3;	Gpal	Cele
Gpal_D383_g15143	P34365	Uncharacterized protein C48B4.11	C48B4.11	C48B4.11;	Gpal	Cele
Gpal_D383_g15143	P34445	Uncharacterized protein F54C8.7	F54C8.7	F54C8.7a [P34445-2];F54C8.7b [P34445-1];	Gpal	Cele
Gpal_D383_g15143	P34665	Uncharacterized protein ZK652.8	ZK652.8	ZK652.8;	Gpal	Cele
Gpal_D383_g15143	P41941	Golgi SNAP receptor complex member 2 homolog memb-1	memb-1 gosr-2.1 B0272.2	B0272.2;	Gpal	Cele
Gpal_D383_g15143	P46506	Serpentine receptor class beta-11 (Protein srb-11)	srb-11 F23F12.10	F23F12.10;	Gpal	Cele
Gpal_D383_g15143	P46564	Serpentine receptor class V-1 (Protein srv-1) (Protein srg-12)	srv-1 srg-12 R13F6.3	R13F6.3;	Gpal	Cele
Gpal_D383_g15143	P46568	Serpentine receptor class gamma-10 (Protein srg-10)	srg-10 T04A8.1	T04A8.1;	Gpal	Cele
Gpal_D383_g15143	P46569	Serpentine receptor class gamma-11 (Protein srg-11)	srg-11 T04A8.2	T04A8.2;	Gpal	Cele
Gpal_D383_g15143	P46571	Serpentine receptor class gamma-2 (Protein srg-2)	srg-2 C18F10.5	C18F10.5;	Gpal	Cele
Gpal_D383_g15143	P52883	Uncharacterized protein F46C5.7	F46C5.7	F46C5.7;	Gpal	Cele
Gpal_D383_g15143	P83260	Serpentine receptor class beta-8/9 (Protein srb-8/Srb-9)	srb-8 F37C12.15; srb-9 F37C12.16	F37C12.15;	Gpal	Cele
Gpal_D383_g15143	P90819	7TM_GPCR_Srx domain-containing protein	srx-133 CELE_F09F3.4 F09F3.4	F09F3.4;	Gpal	Cele
Gpal_D383_g15143	P90954	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-96 CELE_T01D3.4 T01D3.4	T01D3.4a;	Gpal	Cele
Gpal_D383_g15143	P91075	Serpentine Receptor, class BC (Class B-like)	srbc-9 C18B10.3 CELE_C18B10.3	C18B10.3;	Gpal	Cele
Gpal_D383_g15143	P91077	Serpentine Receptor, class BC (Class B-like)	srbc-11 C18B10.1 CELE_C18B10.1	C18B10.1;	Gpal	Cele
Gpal_D383_g15143	P91219	Serpentine Receptor, class H	srh-200 CELE_F07C4.13 F07C4.13	F07C4.13;	Gpal	Cele
Gpal_D383_g15143	P91439	G_PROTEIN_RECEP_F1_2 domain-containing protein	npr-31 CELE_T07F8.2 T07F8.2	T07F8.2;	Gpal	Cele
Gpal_D383_g15143	P91475	Serpentine Receptor, class AB (Class A-like)	srab-20 CELE_T20D4.1 T20D4.1	T20D4.1;	Gpal	Cele
Gpal_D383_g15143	P91485	Uncharacterized protein	CELE_T21E12.5 T21E12.5	T21E12.5;	Gpal	Cele
Gpal_D383_g15143	P91511	Serpentine Receptor, class T	srt-63 CELE_T28A11.15 T28A11.15	T28A11.15;	Gpal	Cele
Gpal_D383_g15143	P91513	Serpentine Receptor, class BC (Class B-like)	srbc-5 CELE_T28A11.7 T28A11.7	T28A11.7;	Gpal	Cele
Gpal_D383_g15143	P92019	Uncharacterized protein	CELE_T10G3.2 T10G3.2	T10G3.2;	Gpal	Cele
Gpal_D383_g15143	P92166	Uncharacterized protein	CELE_T10G3.4 T10G3.4	T10G3.4a;	Gpal	Cele
Gpal_D383_g15143	Q09204	Serpentine receptor class alpha-2 (Protein sra-2)	sra-2 AH6.6	AH6.6;	Gpal	Cele
Gpal_D383_g15143	Q09205	Serpentine receptor class alpha-3 (Protein sra-3)	sra-3 AH6.7	AH6.7;	Gpal	Cele
Gpal_D383_g15143	Q09206	Serpentine receptor class alpha-4 (Protein sra-4)	sra-4 AH6.8	AH6.8;	Gpal	Cele
Gpal_D383_g15143	Q09208	Serpentine receptor class alpha-6 (Protein sra-6)	sra-6 AH6.10	AH6.10;	Gpal	Cele
Gpal_D383_g15143	Q09303	Uncharacterized protein F07F6.2	F07F6.2	F07F6.2;	Gpal	Cele
Gpal_D383_g15143	Q18304	Uncharacterized protein	C29F4.3 CELE_C29F4.3	C29F4.3;	Gpal	Cele
Gpal_D383_g15143	Q18611	Uncharacterized protein	C44C1.1 CELE_C44C1.1	C44C1.1;	Gpal	Cele
Gpal_D383_g15143	Q19027	7TM_GPCR_Srx domain-containing protein	srx-46 CELE_E02C12.2 E02C12.2	E02C12.2;	Gpal	Cele
Gpal_D383_g15143	Q19897	Serpentine receptor class epsilon-6 (Protein sre-6)	sre-6 F28H7.9	F28H7.9;	Gpal	Cele
Gpal_D383_g15143	Q20024	Putative syntaxin-3	syx-3 syn-1 F35C8.4	F35C8.4;	Gpal	Cele
Gpal_D383_g15143	Q20152	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-85 CELE_F38B7.4 F38B7.4	F38B7.4;	Gpal	Cele
Gpal_D383_g15143	Q20156	G_PROTEIN_RECEP_F1_2 domain-containing protein	srsx-22 CELE_F38E1.8 F38E1.8	F38E1.8;	Gpal	Cele
Gpal_D383_g15143	Q20333	Uncharacterized protein	CELE_F42E11.3 F42E11.3	F42E11.3;	Gpal	Cele
Gpal_D383_g15143	Q20452	Serpentine Receptor, class U	sru-39 CELE_F46B6.11 F46B6.11	F46B6.11a;	Gpal	Cele
Gpal_D383_g15143	Q20618	Serpentine receptor class alpha-13 (Protein sra-13)	sra-13 F49E12.5	F49E12.5a [Q20618-1];F49E12.5b;	Gpal	Cele
Gpal_D383_g15143	Q20705	Serpentine Receptor, class U	sru-13 CELE_F53B2.4 F53B2.4	F53B2.4;	Gpal	Cele
Gpal_D383_g15143	Q20797	Putative syntaxin-5	syx-5 syn-3 F55A11.2	F55A11.2;	Gpal	Cele
Gpal_D383_g15143	Q20885	Uncharacterized protein	CELE_F56D5.5 F56D5.5	F56D5.5;	Gpal	Cele
Gpal_D383_g15143	Q20963	Serpentine receptor class beta-13 (Protein srb-13)	srb-13 F58A6.11	F58A6.11;	Gpal	Cele
Gpal_D383_g15143	Q21170	7TM_GPCR_Srx domain-containing protein	srx-77 CELE_K03B4.5 K03B4.5	K03B4.5;	Gpal	Cele
Gpal_D383_g15143	Q21304	ZT_dimer domain-containing protein	CELE_K07G5.5 K07G5.5	K07G5.5;	Gpal	Cele
Gpal_D383_g15143	Q21499	Golgi SNAP receptor complex member 2	memb-2 CELE_M03E7.5 M03E7.5	M03E7.5;	Gpal	Cele
Gpal_D383_g15143	Q21552	Lysoplasmalogenase-like protein TMEM86A	CELE_M176.4 M176.4	M176.4;	Gpal	Cele
Gpal_D383_g15143	Q21641	Tektin	CELE_R02E12.4 R02E12.4	R02E12.4;	Gpal	Cele
Gpal_D383_g15143	Q21741	Uncharacterized protein	CELE_R05F9.7 R05F9.7	R05F9.7;	Gpal	Cele
Gpal_D383_g15143	Q21785	Serpentine Receptor, class U	sru-38 CELE_R07B5.4 R07B5.4	R07B5.4;	Gpal	Cele
Gpal_D383_g15143	Q21905	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase (EC 4.2.1.134)	CELE_R10E4.9 R10E4.9	R10E4.9;	Gpal	Cele
Gpal_D383_g15143	Q22382	Serpentine Receptor, class AB (Class A-like)	srab-17 CELE_T11A5.2 T11A5.2	T11A5.2;	Gpal	Cele
Gpal_D383_g15143	Q22383	Serpentine Receptor, class AB (Class A-like)	srab-18 CELE_T11A5.3 T11A5.3	T11A5.3;	Gpal	Cele
Gpal_D383_g15143	Q22444	G_PROTEIN_RECEP_F1_2 domain-containing protein	srv-29 CELE_T13A10.6 T13A10.6	T13A10.6;	Gpal	Cele
Gpal_D383_g15143	Q22866	Tropomyosin isoforms a/b/d/f (Levamisole resistant protein 11)	lev-11 tmy-1 Y105E8B.1	Y105E8B.1a [Q22866-1];Y105E8B.1b [Q22866-3];Y105E8B.1d [Q22866-2];Y105E8B.1f [Q22866-4];	Gpal	Cele
Gpal_D383_g15143	Q22881	Uncharacterized protein	B0507.7 CELE_B0507.7	B0507.7;	Gpal	Cele
Gpal_D383_g15143	Q22937	Serpentine Receptor, class V	srv-6 C52B9.5 CELE_C52B9.5	C52B9.5;	Gpal	Cele
Gpal_D383_g15143	Q22959	Serpentine Receptor, class H	srh-187 CELE_F10G2.8 F10G2.8	F10G2.8;	Gpal	Cele
Gpal_D383_g15143	Q22989	Serpentine Receptor, class H	srh-193 CELE_F47D2.9 F47D2.9	F47D2.9;	Gpal	Cele
Gpal_D383_g15143	Q23076	Serpentine receptor class gamma	srg-67 CELE_ZC317.4 ZC317.4	ZC317.4;	Gpal	Cele
Gpal_D383_g15143	Q23228	Serpentine receptor class gamma	srg-55 CELE_W09D12.2 W09D12.2	W09D12.2;	Gpal	Cele
Gpal_D383_g15143	Q23331	Serpentine Receptor, class BC (Class B-like)	srbc-45 CELE_ZC455.11 ZC455.11	ZC455.11;	Gpal	Cele
Gpal_D383_g15143	Q23679	Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22)	mdt-22 ZK970.3	ZK970.3;	Gpal	Cele
Gpal_D383_g15143	Q2AAB5	Protein containing ALS2cr12 (ALS2CR12) signature	pals-16 CELE_Y82E9BR.4 Y82E9BR.4	Y82E9BR.4;	Gpal	Cele
Gpal_D383_g15143	Q2L6U1	Protein containing ALS2cr12 (ALS2CR12) signature	pals-15 CELE_F22G12.7 F22G12.7	F22G12.7;	Gpal	Cele
Gpal_D383_g15143	Q3V5H4	Protein containing ALS2cr12 (ALS2CR12) signature	pals-25 CELE_T17A3.2 T17A3.2	T17A3.2;	Gpal	Cele
Gpal_D383_g15143	Q3Y412	Serpentine Receptor, class A (Alpha)	sra-36 B0304.9 CELE_B0304.9	B0304.9;	Gpal	Cele
Gpal_D383_g15143	Q4EVX9	Serpentine Receptor, class Z	srz-105 CELE_K03D3.12 K03D3.12	K03D3.12;	Gpal	Cele
Gpal_D383_g15143	Q4TT86	Serpentine receptor class gamma	CELE_T01D1.7 T01D1.7	T01D1.7;	Gpal	Cele
Gpal_D383_g15143	Q5CZ36	Serpentine Receptor, class BC (Class B-like)	srbc-27 CELE_F20E11.15 F20E11.15	F20E11.15;	Gpal	Cele
Gpal_D383_g15143	Q5DX29	Serpentine Receptor, class BC (Class B-like)	srbc-7 C18B10.4 CELE_C18B10.4	C18B10.4;	Gpal	Cele
Gpal_D383_g15143	Q5DX30	Serpentine Receptor, class BC (Class B-like)	srbc-8 C18B10.5 CELE_C18B10.5	C18B10.5;	Gpal	Cele
Gpal_D383_g15143	Q5F4U1	Serpentine Receptor, class Z	srz-85 B0205.2 CELE_B0205.2	B0205.2b;	Gpal	Cele
Gpal_D383_g15143	Q5F4U4	Serpentine Receptor, class BC (Class B-like)	srbc-17 C45H4.3 CELE_C45H4.3	C45H4.3a;	Gpal	Cele
Gpal_D383_g15143	Q5F4V2	Serpentine Receptor, class BC (Class B-like)	srbc-33 C02A12.10 CELE_C02A12.10	C02A12.10;	Gpal	Cele
Gpal_D383_g15143	Q5F4V3	Serpentine Receptor, class BC (Class B-like)	srbc-31 C02A12.9 CELE_C02A12.9	C02A12.9;	Gpal	Cele
Gpal_D383_g15143	Q5F4V5	Serpentine Receptor, class BC (Class B-like)	srbc-32 C02A12.5 CELE_C02A12.5	C02A12.5;	Gpal	Cele
Gpal_D383_g15143	Q5FAM6	Serpentine Receptor, class BC (Class B-like)	srbc-38 CELE_Y49C4A.2 Y49C4A.2	Y49C4A.2;	Gpal	Cele
Gpal_D383_g15143	Q5FAM7	Serpentine Receptor, class BC (Class B-like)	srbc-37 CELE_Y49C4A.3 Y49C4A.3	Y49C4A.3;	Gpal	Cele
Gpal_D383_g15143	Q5WRK8	Serpentine Receptor, class Z	srz-72 CELE_Y7A9C.7 Y7A9C.7	Y7A9C.7;	Gpal	Cele
Gpal_D383_g15143	Q5WRL4	Serpentine Receptor, class Z	srz-11 CELE_T09F5.16 T09F5.16	T09F5.16;	Gpal	Cele
Gpal_D383_g15143	Q5WRL8	Serpentine Receptor, class Z	srz-71 C35D6.10 CELE_C35D6.10	C35D6.10;	Gpal	Cele
Gpal_D383_g15143	Q5WRN2	Serpentine Receptor, class Z	srz-97 CELE_F08H9.12 F08H9.12	F08H9.12;	Gpal	Cele
Gpal_D383_g15143	Q5WRN5	Serpentine Receptor, class AB (Class A-like)	srab-26 CELE_T11A5.7 T11A5.7	T11A5.7a;	Gpal	Cele
Gpal_D383_g15143	Q688B9	Serpentine Receptor, class Z	srz-70 C09G12.6 CELE_C09G12.6	C09G12.6;	Gpal	Cele
Gpal_D383_g15143	Q688C1	Serpentine Receptor, class Z	srz-67 C17F4.10 CELE_C17F4.10	C17F4.10;	Gpal	Cele
Gpal_D383_g15143	Q6A588	Serpentine Receptor, class Z	srz-82 C09G12.11 CELE_C09G12.11	C09G12.11;	Gpal	Cele
Gpal_D383_g15143	Q6BER8	Serpentine Receptor, class BC (Class B-like)	srbc-78 B0250.10 CELE_B0250.10	B0250.10;	Gpal	Cele
Gpal_D383_g15143	Q7JL79	7TM_GPCR_Srx domain-containing protein	srx-129 CELE_F55B12.9 F55B12.9	F55B12.9;	Gpal	Cele
Gpal_D383_g15143	Q7KPX1	7TM_GPCR_Srx domain-containing protein	srx-14 C44B12.8 CELE_C44B12.8	C44B12.8;	Gpal	Cele
Gpal_D383_g15143	Q7YTM4	Uncharacterized protein	CELE_F55C5.10 F55C5.10	F55C5.10;	Gpal	Cele
Gpal_D383_g15143	Q7YWW4	Uncharacterized protein	CELE_T04C12.7 T04C12.7	T04C12.7;	Gpal	Cele
Gpal_D383_g15143	Q7YWX4	Uncharacterized protein	CELE_K04D7.6 K04D7.6	K04D7.6;	Gpal	Cele
Gpal_D383_g15143	Q7YX45	Serpentine Receptor, class H	CELE_F07B10.4 F07B10.4	F07B10.4a;	Gpal	Cele
Gpal_D383_g15143	Q7YXA5	Serpentine Receptor, class H	srh-1 CELE_T11F9.18 T11F9.18	T11F9.18;	Gpal	Cele
Gpal_D383_g15143	Q7Z2B2	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-102 CELE_ZK697.12 ZK697.12	ZK697.12;	Gpal	Cele
Gpal_D383_g15143	Q86B37	Serpentine receptor class gamma	srg-57 C24B9.14 CELE_C24B9.14	C24B9.14;	Gpal	Cele
Gpal_D383_g15143	Q86D05	Serpentine Receptor, class W	srw-11 CELE_M01B2.11 M01B2.11	M01B2.11;	Gpal	Cele
Gpal_D383_g15143	Q86DC8	G_PROTEIN_RECEP_F1_2 domain-containing protein	srv-28 CELE_T13A10.14 T13A10.14	T13A10.14;	Gpal	Cele
Gpal_D383_g15143	Q86GB8	Serpentine receptor class gamma	srg-54 CELE_W09D12.3 W09D12.3	W09D12.3;	Gpal	Cele
Gpal_D383_g15143	Q86NF6	Uncharacterized protein	CELE_M176.11 M176.11	M176.11;	Gpal	Cele
Gpal_D383_g15143	Q8I7H1	Uncharacterized protein	CELE_F08F3.10 F08F3.10	F08F3.10;	Gpal	Cele
Gpal_D383_g15143	Q8ITZ5	Serpentine Receptor, class AB (Class A-like)	srab-11 C36C5.8 CELE_C36C5.8	C36C5.8;	Gpal	Cele
Gpal_D383_g15143	Q8ITZ7	Serpentine Receptor, class AB (Class A-like)	srab-9 C36C5.6 CELE_C36C5.6	C36C5.6;	Gpal	Cele
Gpal_D383_g15143	Q8MXS7	G_PROTEIN_RECEP_F1_2 domain-containing protein	ser-6 CELE_Y54G2A.35 Y54G2A.35	Y54G2A.35a;	Gpal	Cele
Gpal_D383_g15143	Q8T7Y5	Uncharacterized protein	CELE_K02H11.9 K02H11.9	K02H11.9;	Gpal	Cele
Gpal_D383_g15143	Q93228	Uncharacterized protein	C17E4.2 CELE_C17E4.2	C17E4.2;	Gpal	Cele
Gpal_D383_g15143	Q93319	Uncharacterized protein	C33A11.2 CELE_C33A11.2	C33A11.2;	Gpal	Cele
Gpal_D383_g15143	Q94057	V-SNARE coiled-coil homology domain-containing protein	snb-6 CELE_T14D7.3 T14D7.3	T14D7.3;	Gpal	Cele
Gpal_D383_g15143	Q94073	Serpentine Receptor, class A (Alpha)	sra-38 CELE_T21H8.3 T21H8.3	T21H8.3;	Gpal	Cele
Gpal_D383_g15143	Q94270	Gustatory receptor	CELE_K10C2.2 K10C2.2	K10C2.2;	Gpal	Cele
Gpal_D383_g15143	Q94295	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-33 CELE_T01C4.3 T01C4.3	T01C4.3;	Gpal	Cele
Gpal_D383_g15143	Q95QT6	Serpentine Receptor, class U	sru-7 C28C12.13 CELE_C28C12.13	C28C12.13;	Gpal	Cele
Gpal_D383_g15143	Q95X80	Serpentine Receptor, class I	sri-30 B0454.10 CELE_B0454.10	B0454.10;	Gpal	Cele
Gpal_D383_g15143	Q95ZW1	Golgi SNAP receptor complex member 1 (28 kDa Golgi SNARE protein) (GOS-28)	gos-28 gosr-1 gs28 F08F8.8	F08F8.8;	Gpal	Cele
Gpal_D383_g15143	Q95ZY0	Serpentine receptor class beta-1 (Protein srb-1)	srb-1 C27D6.10	C27D6.10;	Gpal	Cele
Gpal_D383_g15143	Q95ZY1	Serpentine receptor class beta-2 (Protein srb-2)	srb-2 C27D6.9	C27D6.9;	Gpal	Cele
Gpal_D383_g15143	Q95ZY2	Serpentine receptor class beta-3 (Protein srb-3)	srb-3 C27D6.8	C27D6.8;	Gpal	Cele
Gpal_D383_g15143	Q965T8	Serpentine Receptor, class BC (Class B-like)	srbc-39 CELE_Y49C4A.1 Y49C4A.1	Y49C4A.1;	Gpal	Cele
